respondent_id,year,role,city,zip,nearest_intersection,distance_to_campus_miles,trips_per_week,weeks_per_year,share_drive,share_carpool,share_bus,share_walk,share_bike,share_tele,mode_primary,is_ev_user,is_ebike_user,mtcde_est,total_trips_est
S_2022-23_00578,2022-23,Student,Fortuna,95540,Main St & Newburg Rd,24.51,10,32,0.4,0.1,0.1,0.2,0.1,0.1,Drive alone,False,False,3.7701433062507648,313.0
S_2024-25_00145,2024-25,Staff/Admin,Arcata,95521,Alliance Rd & G St,0.42,11,48,0.7272727272727273,0.0909090909090909,0.0,0.0,0.0,0.1818181818181818,Drive alone,False,False,0.6515401759104955,543.6
S_2020-21_00401,2020-21,Student,Fortuna,95540,Rohnerville Rd & Kenmar Rd,21.43,7,28,0.1428571428571428,0.0,0.0,0.2857142857142857,0.1428571428571428,0.4285714285714285,Telecommute,False,False,0.9581942459750404,189.2
S_2024-25_00071,2024-25,Staff/Admin,McKinleyville,95519,Murray Rd & School Rd,12.18,10,52,0.7,0.1,0.0,0.1,0.0,0.1,Drive alone,False,False,3.2027291293318414,529.3
F_2023-24_00315,2023-24,Faculty,Eureka,95501,I St & 6th St,10.34,10,39,0.6,0.1,0.0,0.1,0.1,0.1,Drive alone,False,False,0.9550324280549756,406.2
S_2021-22_00191,2021-22,Staff/Admin,Arcata,95521,H St & G St,0.88,8,47,0.625,0.125,0.0,0.125,0.0,0.125,Drive alone,False,False,0.4018247537434575,357.5
S_2021-22_00107,2021-22,Student,Fortuna,95540,Rohnerville Rd & Main St,26.31,9,29,0.3333333333333333,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,Drive alone,False,False,2.825081928169953,264.6
S_2024-25_00455,2024-25,Student,Arcata,95521,14th St & G St,1.42,11,30,0.3636363636363636,0.0909090909090909,0.0,0.3636363636363636,0.0909090909090909,0.0909090909090909,Walk,False,False,0.7061442044665822,324.4
S_2023-24_00225,2023-24,Student,Fortuna,95540,Kenmar Rd & Newburg Rd,20.37,10,32,0.3,0.1,0.2,0.2,0.2,0.0,Drive alone,False,True,3.605982457572911,320.6
S_2020-21_00453,2020-21,Student,McKinleyville,95519,Bates Rd & Central Ave,7.23,6,29,0.1666666666666666,0.1666666666666666,0.0,0.1666666666666666,0.1666666666666666,0.3333333333333333,Telecommute,False,False,0.6520974019787965,180.4
S_2020-21_00080,2020-21,Student,Eureka,95501,Myrtle Ave & 6th St,7.09,6,27,0.1666666666666666,0.0,0.0,0.3333333333333333,0.0,0.5,Telecommute,False,False,0.2601318063664448,153.6
S_2021-22_00281,2021-22,Staff/Admin,Blue Lake,95525,Greenwood Ave & South Rail St,12.36,9,46,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,Drive alone,False,True,2.2194844151581883,390.3
S_2023-24_00132,2023-24,Staff/Admin,Trinidad,95570,Patrick Point Dr & Main St,12.38,11,46,0.7272727272727273,0.0909090909090909,0.0,0.0909090909090909,0.0,0.0909090909090909,Drive alone,False,False,2.9005406728632868,497.6
S_2024-25_00236,2024-25,Staff/Admin,McKinleyville,95519,Bates Rd & School Rd,6.31,10,46,0.8,0.1,0.0,0.0,0.0,0.1,Drive alone,False,False,1.5888709850703215,478.4
S_2022-23_00437,2022-23,Student,McKinleyville,95519,Hiller Rd & Bates Rd,9.08,11,30,0.4545454545454545,0.1818181818181818,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0,Drive alone,True,False,2.9609565998448533,327.5
S_2021-22_00166,2021-22,Student,McKinleyville,95519,Murray Rd & Bates Rd,6.29,8,30,0.375,0.125,0.125,0.125,0.125,0.125,Drive alone,False,False,1.2951028184923583,250.5
S_2022-23_00639,2022-23,Student,McKinleyville,95519,Bates Rd & Central Ave,7.93,10,31,0.4,0.1,0.1,0.2,0.0,0.2,Drive alone,False,True,2.1603567686005523,299.9
S_2024-25_00053,2024-25,Staff/Admin,Eureka,95501,I St & 5th St,7.58,10,46,0.8,0.1,0.0,0.0,0.0,0.1,Drive alone,False,False,1.8507676473430683,465.6
S_2023-24_00263,2023-24,Staff/Admin,Fortuna,95540,Newburg Rd & Kenmar Rd,23.3,12,50,0.6666666666666666,0.0833333333333333,0.0,0.0,0.1666666666666666,0.0833333333333333,Drive alone,False,False,3.860359925295192,585.1
F_2020-21_00183,2020-21,Faculty,McKinleyville,95519,Bates Rd & Central Ave,13.08,6,33,0.1666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,Telecommute,False,False,0.209762344088438,197.0
S_2021-22_00101,2021-22,Staff/Admin,Eureka,95501,I St & Harris St,7.65,9,47,0.7777777777777778,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,Drive alone,False,True,1.6586788610607317,420.0
F_2022-23_00015,2022-23,Faculty,Fortuna,95540,Rohnerville Rd & Kenmar Rd,19.39,10,37,0.5,0.1,0.0,0.2,0.1,0.1,Drive alone,False,False,0.8582745825890523,373.5
S_2023-24_00134,2023-24,Student,Fortuna,95540,Newburg Rd & Kenmar Rd,22.66,9,31,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,Drive alone,False,False,3.2412928183562646,287.3
F_2024-25_00046,2024-25,Faculty,McKinleyville,95519,Central Ave & Murray Rd,8.77,10,37,0.6,0.1,0.0,0.1,0.1,0.1,Drive alone,False,True,0.745450602334944,357.1
S_2022-23_00214,2022-23,Student,Eureka,95501,Harris St & J St,6.17,10,31,0.4,0.1,0.1,0.2,0.1,0.1,Drive alone,False,False,1.8052642251527644,307.9
F_2023-24_00132,2023-24,Faculty,Fortuna,95540,Kenmar Rd & Rohnerville Rd,24.36,10,39,0.5,0.1,0.0,0.1,0.1,0.2,Drive alone,False,False,0.8246981660654297,372.0
S_2020-21_00101,2020-21,Student,Blue Lake,95525,South Rail St & Greenwood Ave,7.08,6,29,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,Telecommute,False,False,0.4434868465820166,165.0
S_2024-25_00139,2024-25,Student,Blue Lake,95525,Hatchery Rd & Chartin Rd,12.1,10,30,0.4,0.0,0.1,0.3,0.1,0.1,Drive alone,False,False,3.149867853400291,316.8
S_2022-23_00224,2022-23,Student,Trinidad,95570,Edwards St & Main St,12.96,9,31,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,Drive alone,False,False,3.362519291226064,295.0
F_2020-21_00098,2020-21,Faculty,Eureka,95501,J St & 5th St,8.96,6,34,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.5,Telecommute,True,False,0.1587659050135811,186.1
S_2020-21_00010,2020-21,Staff/Admin,McKinleyville,95519,School Rd & Murray Rd,9.68,6,44,0.5,0.0,0.0,0.0,0.0,0.5,Drive alone,False,False,0.7503956244606736,273.5
F_2024-25_00127,2024-25,Faculty,Blue Lake,95525,Greenwood Ave & Chartin Rd,13.4,11,38,0.5454545454545454,0.0909090909090909,0.0,0.1818181818181818,0.0909090909090909,0.0909090909090909,Drive alone,True,True,1.0321137713645825,422.8
S_2020-21_00333,2020-21,Student,Eureka,95501,Myrtle Ave & H St,10.96,6,30,0.1666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,Telecommute,False,True,0.9157649804706104,186.6
S_2020-21_00319,2020-21,Student,Eureka,95501,I St & 5th St,8.27,6,29,0.1666666666666666,0.0,-0.1666666666666666,0.3333333333333333,0.1666666666666666,0.5,Telecommute,False,False,0.4384357435457749,178.9
S_2022-23_00318,2022-23,Student,McKinleyville,95519,Bates Rd & Central Ave,9.1,10,32,0.5,0.1,0.1,0.2,0.1,0.0,Drive alone,False,True,2.506357326583105,309.9
S_2021-22_00155,2021-22,Student,McKinleyville,95519,School Rd & Murray Rd,8.32,8,30,0.375,0.0,0.25,0.125,0.125,0.125,Drive alone,True,False,1.8608263585514224,253.0
S_2022-23_00457,2022-23,Student,Trinidad,95570,Edwards St & Main St,8.62,10,30,0.3,0.1,0.1,0.3,0.1,0.1,Drive alone,False,True,1.760814518433838,295.7
S_2021-22_00481,2021-22,Student,McKinleyville,95519,Murray Rd & School Rd,8.91,9,31,0.3333333333333333,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.1111111111111111,0.1111111111111111,Drive alone,True,True,1.9487155513820271,278.8
S_2021-22_00278,2021-22,Student,Arcata,95521,G St & LK Wood Blvd,0.2,8,31,0.125,0.125,0.125,0.375,0.125,0.125,Walk,False,False,0.4146955592754392,240.7
F_2020-21_00199,2020-21,Faculty,Fortuna,95540,Main St & Rohnerville Rd,25.41,6,33,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,Telecommute,True,False,0.2060617175361033,197.9
S_2022-23_00145,2022-23,Student,Fortuna,95540,Newburg Rd & Rohnerville Rd,26.06,10,32,0.4,0.0,0.2,0.3,0.1,0.0,Drive alone,False,False,3.7186220552811,318.1
S_2022-23_00345,2022-23,Student,McKinleyville,95519,Hiller Rd & Murray Rd,8.35,11,31,0.3636363636363636,0.0909090909090909,0.0909090909090909,0.2727272727272727,0.0909090909090909,0.0909090909090909,Drive alone,False,False,2.297746771186325,335.7
S_2020-21_00465,2020-21,Student,Fortuna,95540,Kenmar Rd & Newburg Rd,22.22,5,28,0.4,0.0,0.0,0.2,0.0,0.4,Telecommute,False,False,0.7798903087957103,147.1
S_2024-25_00180,2024-25,Staff/Admin,McKinleyville,95519,Hiller Rd & School Rd,11.42,10,50,0.7,0.2,0.0,0.0,0.0,0.1,Drive alone,False,False,2.985028504878526,515.3
S_2022-23_00106,2022-23,Staff/Admin,Arcata,95521,G St & H St,0.85,9,50,0.6666666666666666,0.1111111111111111,-0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,Drive alone,False,False,0.51114357520495,439.0
S_2021-22_00337,2021-22,Student,Blue Lake,95525,South Rail St & Hatchery Rd,6.01,9,30,0.4444444444444444,0.1111111111111111,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,Drive alone,False,False,1.4223906150056478,260.1
S_2023-24_00110,2023-24,Student,Trinidad,95570,Patrick Point Dr & Main St,6.93,9,31,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,-0.1111111111111111,0.1111111111111111,Drive alone,False,False,2.128029709168606,297.4
S_2023-24_00045,2023-24,Student,Blue Lake,95525,Hatchery Rd & Chartin Rd,6.76,10,32,0.5,0.0,0.1,0.2,0.1,0.1,Drive alone,False,False,2.2972416608827007,331.6
S_2023-24_00553,2023-24,Student,Eureka,95501,H St & J St,10.56,8,33,0.25,0.125,0.25,0.25,0.125,0.0,Drive alone,False,False,2.190663386818002,267.7
S_2023-24_00259,2023-24,Staff/Admin,Fortuna,95540,Main St & Kenmar Rd,24.54,10,49,0.8,0.1,0.0,0.0,0.0,0.1,Drive alone,False,False,3.373735000046604,479.1
S_2020-21_00140,2020-21,Staff/Admin,Eureka,95501,6th St & K St,9.76,6,45,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,Telecommute,False,True,0.7483654177763889,274.9
S_2022-23_00518,2022-23,Student,Trinidad,95570,Patrick Point Dr & Edwards St,7.78,10,31,0.4,0.1,0.1,0.2,0.1,0.1,Drive alone,False,False,2.168943643762163,315.3
S_2023-24_00247,2023-24,Staff/Admin,Arcata,95521,Janis Ct & G St,1.68,10,47,0.7,0.1,0.0,0.0,0.0,0.2,Drive alone,False,False,0.5765786983369006,455.4
S_2021-22_00420,2021-22,Student,McKinleyville,95519,School Rd & Hiller Rd,9.77,9,31,0.3333333333333333,0.0,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.1111111111111111,Drive alone,False,False,1.8330452918520928,265.6
S_2023-24_00578,2023-24,Student,McKinleyville,95519,Murray Rd & School Rd,13.6,9,33,0.4444444444444444,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.0,0.0,Drive alone,False,False,3.1645160522053914,296.8
S_2023-24_00412,2023-24,Student,Blue Lake,95525,Chartin Rd & Greenwood Ave,12.52,10,30,0.4,0.1,0.1,0.2,0.1,0.1,Drive alone,False,False,3.6221459872888846,307.6
S_2024-25_00011,2024-25,Student,Arcata,95521,14th St & Union St,5.59,11,32,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0,Drive alone,True,True,2.011349229031424,345.5
F_2023-24_00048,2023-24,Faculty,McKinleyville,95519,Central Ave & Hiller Rd,9.83,9,39,0.4444444444444444,0.1111111111111111,0.0,0.1111111111111111,0.2222222222222222,0.1111111111111111,Drive alone,False,False,0.6605167099996514,362.3
S_2023-24_00353,2023-24,Student,Fortuna,95540,Newburg Rd & Kenmar Rd,25.11,10,33,0.4,0.1,0.1,0.2,0.1,0.1,Drive alone,False,False,3.915615073694525,326.2
S_2022-23_00777,2022-23,Student,Trinidad,95570,Trinity St & Patrick Point Dr,11.35,11,30,0.3636363636363636,0.0909090909090909,0.1818181818181818,0.2727272727272727,0.0909090909090909,0.0,Drive alone,False,False,3.200378883762708,319.5
S_2023-24_00435,2023-24,Student,Trinidad,95570,Edwards St & Main St,11.26,10,32,0.4,0.1,0.2,0.2,0.1,0.0,Drive alone,False,False,3.521123926564052,322.7
S_2020-21_00157,2020-21,Student,Trinidad,95570,Main St & Edwards St,12.65,6,29,0.1666666666666666,0.0,0.0,0.1666666666666666,0.0,0.6666666666666666,Telecommute,False,False,0.8475750894813483,169.2
S_2020-21_00324,2020-21,Student,Trinidad,95570,Trinity St & Main St,7.02,5,28,0.2,0.0,0.0,0.2,0.0,0.6,Telecommute,True,True,0.5813819594714135,148.9
S_2020-21_00059,2020-21,Staff/Admin,Trinidad,95570,Main St & Edwards St,13.96,6,44,0.5,0.0,0.0,0.0,0.0,0.5,Telecommute,False,False,1.053052590164063,263.6
S_2024-25_00452,2024-25,Student,Eureka,95501,Harris St & I St,9.38,10,31,0.5,0.1,0.0,0.2,0.1,0.1,Drive alone,False,True,3.0528866751044514,318.6
S_2021-22_00462,2021-22,Student,Eureka,95501,H St & K St,7.23,8,30,0.375,0.0,0.125,0.25,0.125,0.125,Drive alone,False,False,1.5916025667197429,255.7
S_2023-24_00144,2023-24,Staff/Admin,Blue Lake,95525,Hatchery Rd & Greenwood Ave,10.32,10,50,0.7,0.2,0.0,0.0,0.0,0.1,Drive alone,True,False,2.509179292031144,498.4
S_2023-24_00459,2023-24,Student,Fortuna,95540,Kenmar Rd & Main St,17.04,11,31,0.4545454545454545,0.0909090909090909,0.1818181818181818,0.1818181818181818,0.0909090909090909,0.0,Drive alone,False,False,4.7652106043903695,328.6
S_2023-24_00239,2023-24,Staff/Admin,Arcata,95521,Samoa Blvd & G St,5.67,10,48,0.7,0.2,0.0,0.0,0.0,0.1,Drive alone,False,False,1.414117040476878,502.5
S_2023-24_00115,2023-24,Staff/Admin,Trinidad,95570,Main St & Edwards St,8.78,12,47,0.6666666666666666,0.25,0.0,0.0,0.0,0.0833333333333333,Drive alone,False,False,2.3761226693380126,549.4
S_2022-23_00140,2022-23,Staff/Admin,Arcata,95521,14th St & H St,1.4,9,50,0.7777777777777778,0.2222222222222222,0.0,0.0,0.0,0.0,Drive alone,False,True,0.5792335840009654,438.4
S_2024-25_00304,2024-25,Student,McKinleyville,95519,School Rd & Hiller Rd,11.94,9,32,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.1111111111111111,Drive alone,True,False,2.2164240123028347,295.6
S_2022-23_00090,2022-23,Staff/Admin,Blue Lake,95525,South Rail St & Greenwood Ave,10.78,10,48,0.9,0.0,0.0,0.0,0.1,0.0,Drive alone,False,False,2.8532212401449546,476.1
S_2023-24_00269,2023-24,Staff/Admin,Trinidad,95570,Patrick Point Dr & Trinity St,7.62,10,47,0.7,0.1,0.0,0.1,0.1,0.0,Drive alone,False,False,1.7822091293122182,478.8
S_2020-21_00346,2020-21,Student,Trinidad,95570,Patrick Point Dr & Main St,6.26,5,26,0.2,0.0,0.0,0.2,0.2,0.4,Telecommute,True,False,0.3207450428013446,136.3
S_2022-23_00488,2022-23,Student,McKinleyville,95519,Central Ave & Bates Rd,11.62,11,31,0.4545454545454545,0.0909090909090909,0.0909090909090909,0.1818181818181818,0.0909090909090909,0.0909090909090909,Drive alone,False,False,4.082806584194123,347.1
F_2021-22_00033,2021-22,Faculty,Blue Lake,95525,Chartin Rd & Hatchery Rd,13.03,9,35,0.4444444444444444,0.0,0.0,0.1111111111111111,0.1111111111111111,0.3333333333333333,Drive alone,True,True,0.6667445937096782,300.7
F_2024-25_00279,2024-25,Faculty,Blue Lake,95525,Greenwood Ave & Chartin Rd,9.93,9,39,0.5555555555555556,0.1111111111111111,0.0,0.1111111111111111,0.1111111111111111,0.1111111111111111,Drive alone,False,True,0.7430136043614554,339.2
S_2023-24_00331,2023-24,Student,Eureka,95501,H St & K St,9.36,10,32,0.3,0.1,0.2,0.2,0.1,0.1,Drive alone,False,False,2.5164595326555883,323.8
S_2022-23_00647,2022-23,Student,Fortuna,95540,Newburg Rd & Rohnerville Rd,18.81,10,31,0.4,0.2,0.1,0.2,0.1,0.0,Drive alone,False,False,4.3757705602961385,328.5
S_2020-21_00167,2020-21,Student,McKinleyville,95519,Bates Rd & Murray Rd,13.9,6,30,0.1666666666666666,0.0,0.0,0.5,0.0,0.3333333333333333,Telecommute,False,False,1.027394357571551,173.0
S_2021-22_00241,2021-22,Staff/Admin,Fortuna,95540,Newburg Rd & Kenmar Rd,19.47,8,46,0.625,0.25,0.0,0.0,0.0,0.125,Drive alone,False,False,2.439215246295788,375.1
S_2022-23_00663,2022-23,Student,Blue Lake,95525,Hatchery Rd & Greenwood Ave,8.76,10,31,0.3,0.0,0.2,0.3,0.1,0.1,Drive alone,False,False,2.440692987111964,306.1
S_2021-22_00182,2021-22,Staff/Admin,Eureka,95501,K St & 6th St,6.54,9,46,0.6666666666666666,0.1111111111111111,0.0,0.0,0.0,0.2222222222222222,Drive alone,False,False,1.2338971548103606,418.4
S_2022-23_00027,2022-23,Staff/Admin,Eureka,95501,I St & J St,8.88,11,49,0.7272727272727273,0.1818181818181818,0.0,0.0,0.0,0.0909090909090909,Drive alone,False,False,2.2986624758452976,526.2
S_2022-23_00158,2022-23,Student,Eureka,95501,K St & 5th St,9.54,10,32,0.4,0.0,0.1,0.2,0.2,0.1,Drive alone,False,False,2.8675111936743827,317.4
S_2023-24_00134,2023-24,Staff/Admin,McKinleyville,95519,Bates Rd & Hiller Rd,13.66,11,49,0.8181818181818182,0.0909090909090909,0.0,0.0,0.0,0.0909090909090909,Drive alone,False,False,3.840526367687177,520.3
F_2022-23_00174,2022-23,Faculty,Blue Lake,95525,Chartin Rd & Greenwood Ave,10.78,10,36,0.7,0.0,0.0,0.2,0.1,0.0,Drive alone,False,False,0.9435695116611582,351.0
F_2024-25_00137,2024-25,Faculty,Arcata,95521,LK Wood Blvd & H St,3.0,9,37,0.6666666666666666,-0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.1111111111111111,Drive alone,False,True,0.2635568178735968,345.3
F_2022-23_00118,2022-23,Faculty,McKinleyville,95519,Murray Rd & Central Ave,6.45,11,38,0.7272727272727273,0.0909090909090909,0.0,0.0909090909090909,0.0909090909090909,0.0,Drive alone,True,False,0.6788393243929185,399.4
