latitude,longitude,address,driving_time_to_campus,walking_time_to_campus,bicycling_time_to_campus,transit_time_to_campus
40.09999999999998,-123.79999999999964,"860 Sunnybank Ln, Garberville, CA 95542, USA",1 hour 21 mins,1 day 12 hours,11 hours 2 mins,2 hours 11 mins
40.09999999999998,-123.78999999999964,"800 Maple Ln, Garberville, CA 95542, USA",1 hour 21 mins,1 day 12 hours,11 hours 1 min,2 hours 14 mins
40.09999999999998,-123.77999999999963,"36X9+XX Garberville, CA, USA",1 hour 22 mins,1 day 12 hours,10 hours 54 mins,2 hours 56 mins
40.10999999999998,-123.83999999999966,"4566+22 Redway, CA, USA",1 hour 31 mins,1 day 15 hours,11 hours 44 mins,4 hours 28 mins
40.10999999999998,-123.82999999999966,"4569+2X Redway, CA, USA",1 hour 21 mins,1 day 13 hours,11 hours 11 mins,2 hours 57 mins
40.10999999999998,-123.81999999999965,"456H+2X Redway, CA, USA",1 hour 21 mins,1 day 13 hours,11 hours 9 mins,3 hours 5 mins
40.10999999999998,-123.80999999999965,"994 Bear Canyon Rd, Garberville, CA 95542, USA",1 hour 25 mins,1 day 13 hours,11 hours 9 mins,3 hours 2 mins
40.10999999999998,-123.79999999999964,"456X+2X Garberville, CA, USA",1 hour 22 mins,1 day 12 hours,11 hours 5 mins,2 hours 49 mins
40.10999999999998,-123.78999999999964,"356 Arthur Rd, Garberville, CA 95542, USA",1 hour 21 mins,1 day 12 hours,10 hours 51 mins,2 hours 40 mins
40.10999999999998,-123.77999999999963,"277 Wallan Rd, Garberville, CA 95542, USA",1 hour 20 mins,1 day 12 hours,10 hours 47 mins,2 hours 43 mins
40.119999999999976,-123.83999999999966,"45C6+22 Redway, CA, USA",1 hour 20 mins,1 day 13 hours,11 hours 18 mins,3 hours 8 mins
40.119999999999976,-123.82999999999966,"121 Redway Dr, Redway, CA 95560, USA",1 hour 19 mins,1 day 13 hours,11 hours 10 mins,2 hours 48 mins
40.119999999999976,-123.81999999999965,"155 Murrish Rd, Redway, CA 95560, USA",1 hour 19 mins,1 day 13 hours,11 hours 7 mins,2 hours 42 mins
40.119999999999976,-123.80999999999965,"308 West Coast Dr, Redway, CA 95560, USA",1 hour 21 mins,1 day 12 hours,11 hours 7 mins,2 hours 59 mins
40.129999999999974,-123.83999999999966,"45H6+X2 Redway, CA, USA",1 hour 23 mins,1 day 13 hours,11 hours 25 mins,3 hours 23 mins
40.129999999999974,-123.82999999999966,"45H9+XX Redway, CA, USA",1 hour 26 mins,1 day 14 hours,11 hours 31 mins,3 hours 36 mins
40.129999999999974,-123.81999999999965,"45HH+XX Redway, CA, USA",1 hour 16 mins,1 day 13 hours,11 hours 14 mins,2 hours 53 mins
40.129999999999974,-123.80999999999965,"45HR+X2 Redway, CA, USA",1 hour 20 mins,1 day 13 hours,11 hours 24 mins,2 hours 49 mins
40.129999999999974,-123.79999999999964,"45HX+XX Redway, CA, USA",1 hour 15 mins,1 day 12 hours,10 hours 57 mins,4 hours 14 mins
40.13999999999997,-123.82999999999966,"45Q9+XX Redway, CA, USA",1 hour 19 mins,1 day 14 hours,11 hours 25 mins,3 hours 2 mins
40.13999999999997,-123.81999999999965,"45QH+XX Redway, CA, USA",1 hour 17 mins,1 day 13 hours,11 hours 23 mins,2 hours 51 mins
40.13999999999997,-123.80999999999965,"Redwood Dr & Dean Creek Rd - SB Stop (Resort), California 95542, USA",1 hour 16 mins,1 day 13 hours,11 hours 21 mins,2 hours 34 mins
40.13999999999997,-123.79999999999964,"45QX+XX Redway, CA, USA",1 hour 22 mins,1 day 14 hours,11 hours 35 mins,3 hours 16 mins
40.13999999999997,-123.78999999999964,"46Q6+X2 Redway, CA, USA",1 hour 21 mins,1 day 14 hours,11 hours 34 mins,3 hours 12 mins
40.14999999999997,-123.82999999999966,"5529+2X Redway, CA, USA",1 hour 22 mins,1 day 14 hours,11 hours 34 mins,3 hours 23 mins
40.14999999999997,-123.81999999999965,"552H+2X Redway, CA, USA",1 hour 18 mins,1 day 14 hours,11 hours 26 mins,2 hours 56 mins
40.14999999999997,-123.80999999999965,"552R+22 Redway, CA, USA",1 hour 19 mins,1 day 14 hours,11 hours 28 mins,3 hours 4 mins
40.14999999999997,-123.79999999999964,"552X+2X Redway, CA, USA",1 hour 16 mins,1 day 14 hours,11 hours 29 mins,2 hours 59 mins
40.19999999999996,-123.79999999999964,"55XX+XX Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 24 mins,2 hours 37 mins
40.19999999999996,-123.78999999999964,"56X6+X2 Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 24 mins,2 hours 37 mins
40.19999999999996,-123.77999999999963,"56X9+XX Phillipsville, CA, USA",1 hour 14 mins,1 day 10 hours,10 hours 26 mins,2 hours 49 mins
40.19999999999996,-123.76999999999963,"56XJ+X2 Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 30 mins,2 hours 59 mins
40.20999999999996,-123.82999999999966,"6569+2X Miranda, CA, USA",1 hour 11 mins,1 day 11 hours,9 hours 53 mins,3 hours 17 mins
40.20999999999996,-123.81999999999965,"656H+2X Miranda, CA, USA",1 hour 12 mins,1 day 11 hours,9 hours 51 mins,3 hours 3 mins
40.20999999999996,-123.80999999999965,"656R+22 Miranda, CA, USA",1 hour 14 mins,1 day 11 hours,9 hours 55 mins,3 hours 12 mins
40.20999999999996,-123.79999999999964,"656X+2X Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 23 mins,2 hours 33 mins
40.20999999999996,-123.78999999999964,"275 Phillipsville Rd, Phillipsville, CA 95559, USA",1 hour 13 mins,1 day 10 hours,10 hours 24 mins,2 hours 34 mins
40.20999999999996,-123.77999999999963,"6669+2X Phillipsville, CA, USA",1 hour 15 mins,1 day 10 hours,10 hours 29 mins,2 hours 44 mins
40.20999999999996,-123.76999999999963,"666J+22 Phillipsville, CA, USA",1 hour 16 mins,1 day 10 hours,10 hours 33 mins,2 hours 56 mins
40.219999999999956,-123.86999999999968,"1131 Thomas St, Eureka, CA 95503, USA",18 mins,4 hours 1 min,59 mins,45 mins
40.219999999999956,-123.82999999999966,"6599+XX Miranda, CA, USA",1 hour 12 mins,1 day 11 hours,9 hours 53 mins,3 hours 18 mins
40.219999999999956,-123.81999999999965,"659H+XX Miranda, CA, USA",1 hour 7 mins,1 day 10 hours,9 hours 42 mins,2 hours 37 mins
40.219999999999956,-123.80999999999965,"5159 CA-254, Miranda, CA 95553, USA",1 hour 9 mins,1 day 10 hours,9 hours 37 mins,2 hours 26 mins
40.219999999999956,-123.79999999999964,"659X+XX Miranda, CA, USA",1 hour 16 mins,1 day 10 hours,9 hours 41 mins,2 hours 42 mins
40.219999999999956,-123.78999999999964,"6696+X2 Phillipsville, CA, USA",1 hour 10 mins,1 day 10 hours,10 hours 20 mins,2 hours 45 mins
40.219999999999956,-123.77999999999963,"746 Spring Canyon Ln, Phillipsville, CA 95559, USA",1 hour 16 mins,1 day 10 hours,10 hours 29 mins,2 hours 51 mins
40.219999999999956,-123.76999999999963,"669J+X2 Phillipsville, CA, USA",1 hour 17 mins,1 day 10 hours,10 hours 31 mins,2 hours 57 mins
40.229999999999954,-123.83999999999966,"65H6+X2 Miranda, CA, USA",1 hour 10 mins,1 day 11 hours,9 hours 54 mins,3 hours 56 mins
40.229999999999954,-123.82999999999966,"Maple Hills Rd, Miranda, CA 95553, USA",1 hour 8 mins,1 day 10 hours,9 hours 43 mins,2 hours 43 mins
40.229999999999954,-123.81999999999965,"6295 CA-254, Miranda, CA 95553, USA",1 hour 12 mins,1 day 11 hours,9 hours 36 mins,2 hours 42 mins
40.229999999999954,-123.80999999999965,"65HR+X2 Miranda, CA, USA",1 hour 11 mins,1 day 10 hours,9 hours 48 mins,2 hours 54 mins
40.229999999999954,-123.79999999999964,"1379 Nelson Rd, Miranda, CA 95553, USA",1 hour 12 mins,1 day 10 hours,9 hours 45 mins,2 hours 52 mins
40.229999999999954,-123.66999999999958,"Seward Dr, California, USA",5 hours 2 mins,5 days 1 hour,1 day 8 hours,9 hours 53 mins
40.23999999999995,-123.83999999999966,"400 Carol Ln, Miranda, CA 95553, USA",1 hour 11 mins,1 day 11 hours,9 hours 56 mins,4 hours 4 mins
40.23999999999995,-123.82999999999966,"65R9+2X Miranda, CA, USA",1 hour 5 mins,1 day 11 hours,9 hours 50 mins,3 hours 48 mins
40.23999999999995,-123.81999999999965,"119 Logan Rd, Miranda, CA 95553, USA",1 hour 13 mins,1 day 11 hours,9 hours 30 mins,2 hours 32 mins
40.23999999999995,-123.80999999999965,"65RR+22 Miranda, CA, USA",1 hour 19 mins,1 day 11 hours,9 hours 40 mins,3 hours 1 min
40.24999999999995,-123.87999999999968,"7429+2X Myers Flat, CA, USA",1 hour 21 mins,1 day 12 hours,10 hours 14 mins,6 hours 38 mins
40.24999999999995,-123.86999999999968,"742H+2X Myers Flat, CA, USA",1 hour 19 mins,1 day 12 hours,10 hours 11 mins,6 hours 29 mins
40.24999999999995,-123.82999999999966,"2151 CA-254, Miranda, CA 95553, USA",1 hour 5 mins,1 day 11 hours,9 hours 54 mins,4 hours 6 mins
40.24999999999995,-123.81999999999965,"752H+2X Miranda, CA, USA",1 hour 10 mins,1 day 11 hours,9 hours 25 mins,2 hours 45 mins
40.24999999999995,-123.80999999999965,"752R+22 Miranda, CA, USA",1 hour 17 mins,1 day 10 hours,9 hours 41 mins,2 hours 56 mins
40.25999999999995,-123.88999999999969,"7455+XX Myers Flat, CA, USA",1 hour 5 mins,1 day 13 hours,9 hours 4 mins,2 hours 25 mins
40.25999999999995,-123.87999999999968,"7459+XX Myers Flat, CA, USA",1 hour 5 mins,1 day 13 hours,9 hours 4 mins,2 hours 26 mins
40.25999999999995,-123.86999999999968,"745H+XX Myers Flat, CA, USA",1 hour 5 mins,1 day 13 hours,9 hours 5 mins,2 hours 25 mins
40.25999999999995,-123.85999999999967,"745R+X2 Myers Flat, CA, USA",1 hour 8 mins,1 day 13 hours,9 hours 4 mins,2 hours 16 mins
40.25999999999995,-123.84999999999967,"745X+XX Myers Flat, CA, USA",1 hour 6 mins,1 day 12 hours,9 hours 16 mins,3 hours 18 mins
40.269999999999946,-123.88999999999969,"7495+XX Myers Flat, CA, USA",1 hour 6 mins,1 day 13 hours,8 hours 59 mins,2 hours 40 mins
40.269999999999946,-123.87999999999968,"7499+XX Myers Flat, CA, USA",1 hour 4 mins,1 day 13 hours,8 hours 59 mins,2 hours 24 mins
40.269999999999946,-123.86999999999968,"749H+XX Myers Flat, CA, USA",1 hour 3 mins,1 day 13 hours,9 hours 5 mins,2 hours 21 mins
40.269999999999946,-123.85999999999967,"749R+X2 Myers Flat, CA, USA",1 hour 7 mins,1 day 12 hours,9 hours 4 mins,2 hours 23 mins
40.269999999999946,-123.84999999999967,"749X+XX Myers Flat, CA, USA",1 hour 6 mins,1 day 12 hours,9 hours 14 mins,3 hours 5 mins
40.279999999999944,-123.87999999999968,"74J9+2X Myers Flat, CA, USA",1 hour 1 min,1 day 13 hours,8 hours 56 mins,2 hours 36 mins
40.279999999999944,-123.86999999999968,"74JH+2X Myers Flat, CA, USA",1 hour 5 mins,1 day 13 hours,9 hours 14 mins,2 hours 43 mins
40.279999999999944,-123.85999999999967,"74JR+22 Myers Flat, CA, USA",1 hour 4 mins,1 day 12 hours,9 hours 7 mins,2 hours 35 mins
40.279999999999944,-123.76999999999963,"1797 Drake Hl Rd, Fortuna, CA 95540, USA",39 mins,15 hours 31 mins,4 hours 10 mins,2 hours 41 mins
40.30999999999994,-123.92999999999971,"8369+2X Weott, CA, USA",1 hour 0 mins,1 day 14 hours,8 hours 36 mins,2 hours 36 mins
40.30999999999994,-123.9199999999997,"836H+2X Weott, CA, USA",1 hour 0 mins,1 day 14 hours,8 hours 37 mins,2 hours 42 mins
40.30999999999994,-123.9099999999997,"836R+22 Burlington, CA, USA",1 hour 4 mins,1 day 14 hours,8 hours 42 mins,3 hours 3 mins
40.319999999999936,-123.93999999999971,"8396+X2 Weott, CA, USA",59 mins,1 day 15 hours,8 hours 34 mins,2 hours 26 mins
40.319999999999936,-123.92999999999971,"8399+XX Weott, CA, USA",59 mins,1 day 15 hours,8 hours 34 mins,2 hours 27 mins
40.319999999999936,-123.9199999999997,"187 S Spring St, Weott, CA 95571, USA",58 mins,1 day 15 hours,8 hours 36 mins,2 hours 8 mins
40.319999999999936,-123.9099999999997,"1661 Newton Rd, Weott, CA 95571, USA",1 hour 2 mins,1 day 15 hours,8 hours 44 mins,2 hours 31 mins
40.319999999999936,-123.8999999999997,"2500 Newton Rd, Weott, CA 95571, USA",1 hour 6 mins,1 day 16 hours,8 hours 49 mins,2 hours 45 mins
40.329999999999934,-123.93999999999971,"83H6+X2 Weott, CA, USA",58 mins,1 day 15 hours,8 hours 28 mins,2 hours 37 mins
40.329999999999934,-123.92999999999971,"83H9+XX Weott, CA, USA",59 mins,1 day 15 hours,8 hours 30 mins,2 hours 29 mins
40.329999999999934,-123.9199999999997,"83HH+XX Weott, CA, USA",1 hour 0 mins,1 day 15 hours,8 hours 39 mins,2 hours 19 mins
40.329999999999934,-123.9099999999997,"83HR+X2 Weott, CA, USA",1 hour 1 min,1 day 14 hours,8 hours 34 mins,3 hours 55 mins
40.35999999999993,-123.9199999999997,"Avenue of the Giants, Redcrest, CA 95569, USA",51 mins,1 day 12 hours,7 hours 58 mins,2 hours 3 mins
40.379999999999924,-123.94999999999972,"92HX+XX Redcrest, CA, USA",1 hour 2 mins,1 day 13 hours,8 hours 15 mins,4 hours 56 mins
40.38999999999992,-123.96999999999973,"92QJ+X2 Redcrest, CA, USA",59 mins,1 day 12 hours,8 hours 16 mins,5 hours 0 mins
40.38999999999992,-123.95999999999972,"92QR+X2 Redcrest, CA, USA",57 mins,1 day 13 hours,8 hours 10 mins,2 hours 42 mins
40.38999999999992,-123.94999999999972,"92QX+XX Redcrest, CA, USA",55 mins,1 day 12 hours,8 hours 5 mins,2 hours 22 mins
40.38999999999992,-123.93999999999971,"93Q6+X2 Redcrest, CA, USA",57 mins,1 day 13 hours,8 hours 7 mins,2 hours 32 mins
40.38999999999992,-123.92999999999971,"26011 Avenue of the Giants, Redcrest, CA 95569, USA",53 mins,1 day 12 hours,8 hours 5 mins,2 hours 29 mins
40.39999999999992,-123.96999999999973,"C22J+22 Redcrest, CA, USA",56 mins,1 day 13 hours,8 hours 7 mins,2 hours 33 mins
40.39999999999992,-123.95999999999972,"C22R+22 Redcrest, CA, USA",54 mins,1 day 12 hours,8 hours 4 mins,2 hours 21 mins
40.39999999999992,-123.94999999999972,"26430 CA-254, Redcrest, CA 95569, USA",52 mins,1 day 12 hours,7 hours 57 mins,2 hours 5 mins
40.39999999999992,-123.93999999999971,"26035 CA-254, Redcrest, CA 95569, USA",53 mins,1 day 12 hours,8 hours 0 mins,2 hours 11 mins
40.39999999999992,-123.92999999999971,"774 Larabee Rnch Rd, Redcrest, CA 95569, USA",1 hour 20 mins,1 day 13 hours,8 hours 11 mins,3 hours 40 mins
40.40999999999992,-123.95999999999972,"US-101, Redcrest, CA 95569, USA",51 mins,1 day 12 hours,7 hours 59 mins,2 hours 3 mins
40.40999999999992,-123.94999999999972,"C25X+XX Redcrest, CA, USA",53 mins,1 day 12 hours,7 hours 54 mins,2 hours 20 mins
40.40999999999992,-123.93999999999971,"C356+X2 Redcrest, CA, USA",58 mins,1 day 12 hours,8 hours 4 mins,3 hours 20 mins
40.40999999999992,-123.92999999999971,"540 Larabee Creek Rd, Redcrest, CA 95569, USA",1 hour 19 mins,1 day 12 hours,8 hours 10 mins,3 hours 33 mins
40.429999999999914,-123.69999999999959,"1522 Charles Ave, Arcata, CA 95521, USA",4 mins,35 mins,9 mins,37 mins
40.43999999999991,-124.02999999999976,"Blue Star Memorial Hwy, Scotia, CA 95565, USA",45 mins,1 day 3 hours,4 hours 36 mins,1 hour 57 mins
40.44999999999991,-123.15999999999931,"CA-3, Hayfork, CA 96041, USA",2 hours 30 mins,1 day 11 hours,11 hours 12 mins,4 hours 45 mins
40.46999999999991,-124.1099999999998,"FV9R+X2 Scotia, CA, USA",1 hour 9 mins,1 day 8 hours,7 hours 24 mins,7 hours 42 mins
40.46999999999991,-124.0999999999998,"FW92+X2 Scotia, CA, USA",43 mins,1 day 3 hours,4 hours 42 mins,2 hours 20 mins
40.46999999999991,-124.08999999999979,"FW96+X2 Scotia, CA, USA",45 mins,1 day 3 hours,4 hours 40 mins,2 hours 17 mins
40.479999999999905,-124.1199999999998,"FVHJ+X2 Scotia, CA, USA",46 mins,1 day 3 hours,4 hours 38 mins,2 hours 18 mins
40.479999999999905,-124.1099999999998,"FVHR+X2 Scotia, CA, USA",44 mins,1 day 3 hours,4 hours 38 mins,2 hours 4 mins
40.479999999999905,-124.0999999999998,"532 B St, Scotia, CA 95565, USA",42 mins,1 day 3 hours,4 hours 36 mins,1 hour 55 mins
40.479999999999905,-124.08999999999979,"FWH6+X2 Scotia, CA, USA",46 mins,1 day 3 hours,4 hours 42 mins,2 hours 22 mins
40.479999999999905,-124.07999999999979,"FWHC+X2 Scotia, CA, USA",46 mins,1 day 3 hours,4 hours 58 mins,2 hours 26 mins
40.4899999999999,-124.1199999999998,"1042 Monument Rd, Rio Dell, CA 95562, USA",44 mins,1 day 3 hours,4 hours 35 mins,2 hours 9 mins
40.4899999999999,-124.1099999999998,"50 Redwood Ave, Rio Dell, CA 95562, USA",43 mins,1 day 2 hours,4 hours 34 mins,1 hour 57 mins
40.4899999999999,-124.0999999999998,"64 N Ct, Scotia, CA 95565, USA",41 mins,1 day 3 hours,4 hours 34 mins,1 hour 56 mins
40.4899999999999,-124.08999999999979,"FWR6+22 Rio Dell, CA, USA",44 mins,1 day 3 hours,4 hours 51 mins,2 hours 14 mins
40.4899999999999,-124.07999999999979,"FWRC+22 Rio Dell, CA, USA",46 mins,1 day 3 hours,5 hours 3 mins,2 hours 25 mins
40.4999999999999,-124.12999999999981,"GV2C+22 Rio Dell, CA, USA",48 mins,1 day 3 hours,4 hours 41 mins,2 hours 11 mins
40.4999999999999,-124.1199999999998,"GV2J+22 Rio Dell, CA, USA",43 mins,1 day 2 hours,4 hours 34 mins,2 hours 2 mins
40.4999999999999,-124.1099999999998,"GV2R+22 Rio Dell, CA, USA",40 mins,1 day 2 hours,4 hours 29 mins,1 hour 45 mins
40.4999999999999,-124.0999999999998,"230 Smither Ct, Rio Dell, CA 95562, USA",40 mins,1 day 2 hours,4 hours 30 mins,1 hour 47 mins
40.4999999999999,-124.08999999999979,"GW26+22 Rio Dell, CA, USA",41 mins,1 day 3 hours,4 hours 33 mins,1 hour 50 mins
40.4999999999999,-124.07999999999979,"GW2C+22 Rio Dell, CA, USA",46 mins,1 day 3 hours,5 hours 3 mins,2 hours 39 mins
40.5099999999999,-124.1199999999998,"GV5J+X2 Rio Dell, CA, USA",38 mins,1 day 2 hours,4 hours 22 mins,2 hours 1 min
40.5099999999999,-124.1099999999998,"GV5R+X2 Rio Dell, CA, USA",43 mins,1 day 2 hours,4 hours 27 mins,1 hour 56 mins
40.5099999999999,-124.0999999999998,"GW52+X2 Rio Dell, CA, USA",42 mins,1 day 2 hours,4 hours 28 mins,1 hour 52 mins
40.5099999999999,-124.08999999999979,"GW56+X2 Rio Dell, CA, USA",42 mins,1 day 2 hours,4 hours 30 mins,1 hour 48 mins
40.5099999999999,-124.07999999999979,"GW5C+X2 Rio Dell, CA, USA",48 mins,14 hours 12 mins,3 hours 49 mins,15 hours 23 mins
40.53999999999989,-123.20999999999934,"131 Jesse Rd, Hayfork, CA 96041, USA",2 hours 34 mins,1 day 12 hours,11 hours 2 mins,5 hours 19 mins
40.53999999999989,-123.19999999999933,"GRQ2+X2 Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 3 mins,5 hours 22 mins
40.53999999999989,-123.18999999999933,"5501 CA-3, Hayfork, CA 96041, USA",2 hours 31 mins,1 day 12 hours,10 hours 59 mins,5 hours 5 mins
40.53999999999989,-123.17999999999932,"GRQC+X2 Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 3 mins,5 hours 21 mins
40.53999999999989,-123.16999999999932,"305 Pine Ave, Hayfork, CA 96041, USA",2 hours 32 mins,1 day 12 hours,11 hours 3 mins,5 hours 2 mins
40.53999999999989,-123.15999999999931,"1630 Morgan Hill Rd, Hayfork, CA 96041, USA",2 hours 34 mins,1 day 12 hours,11 hours 7 mins,5 hours 18 mins
40.53999999999989,-123.14999999999931,"GRQX+XX Hayfork, CA, USA",2 hours 34 mins,1 day 12 hours,11 hours 6 mins,5 hours 29 mins
40.53999999999989,-123.1399999999993,"GVQ5+XX Hayfork, CA, USA",2 hours 36 mins,1 day 12 hours,11 hours 10 mins,6 hours 5 mins
40.53999999999989,-123.1299999999993,"GVQC+X2 Hayfork, CA, USA",2 hours 39 mins,1 day 13 hours,11 hours 16 mins,6 hours 22 mins
40.54999999999989,-123.20999999999934,"HQ2R+22 Hayfork, CA, USA",2 hours 35 mins,1 day 11 hours,10 hours 51 mins,5 hours 7 mins
40.54999999999989,-123.19999999999933,"374 Tule Creek Rd, Hayfork, CA 96041, USA",2 hours 32 mins,1 day 11 hours,10 hours 58 mins,4 hours 58 mins
40.54999999999989,-123.18999999999933,"66 Riverview Rd, Hayfork, CA 96041, USA",2 hours 31 mins,1 day 11 hours,10 hours 55 mins,4 hours 52 mins
40.54999999999989,-123.17999999999932,"541 Riverview Rd, Hayfork, CA 96041, USA",2 hours 32 mins,1 day 11 hours,10 hours 58 mins,5 hours 3 mins
40.54999999999989,-123.16999999999932,"71 Bridge Rd, Hayfork, CA 96041, USA",2 hours 30 mins,1 day 12 hours,11 hours 2 mins,4 hours 50 mins
40.54999999999989,-123.15999999999931,"HR2R+22 Hayfork, CA, USA",2 hours 30 mins,1 day 11 hours,11 hours 4 mins,4 hours 45 mins
40.54999999999989,-123.14999999999931,"HR2X+2X Hayfork, CA, USA",2 hours 29 mins,1 day 11 hours,11 hours 4 mins,4 hours 47 mins
40.54999999999989,-123.1399999999993,"3021 Morgan Hill Rd, Hayfork, CA 96041, USA",2 hours 37 mins,1 day 13 hours,11 hours 12 mins,5 hours 50 mins
40.54999999999989,-123.1299999999993,"HV2C+22 Hayfork, CA, USA",2 hours 31 mins,1 day 11 hours,11 hours 9 mins,4 hours 55 mins
40.54999999999989,-123.1199999999993,"HV2H+2X Hayfork, CA, USA",2 hours 31 mins,1 day 11 hours,11 hours 12 mins,5 hours 7 mins
40.54999999999989,-123.10999999999929,"HV2R+22 Hayfork, CA, USA",3 hours 1 min,1 day 14 hours,11 hours 52 mins,9 hours 34 mins
40.54999999999989,-123.09999999999928,"HV2X+2X Hayfork, CA, USA",2 hours 33 mins,1 day 12 hours,11 hours 20 mins,5 hours 0 mins
40.54999999999989,-123.08999999999928,"HW25+2X Hayfork, CA, USA",2 hours 33 mins,1 day 12 hours,11 hours 21 mins,5 hours 4 mins
40.55999999999989,-124.14999999999982,"2101 Sandy Prairie Rd, Fortuna, CA 95540, USA",37 mins,15 hours 18 mins,4 hours 7 mins,2 hours 23 mins
40.55999999999989,-124.13999999999982,"2600 Drake Hill Rd, Fortuna, CA 95540, USA",38 mins,15 hours 14 mins,4 hours 8 mins,1 hour 48 mins
40.55999999999989,-124.12999999999981,"2100 Airport Rd, Fortuna, CA 95540, USA",38 mins,15 hours 4 mins,4 hours 5 mins,1 hour 44 mins
40.55999999999989,-124.1199999999998,"4285 Hillras Way, Fortuna, CA 95540, USA",40 mins,14 hours 56 mins,4 hours 3 mins,1 hour 54 mins
40.55999999999989,-124.1099999999998,"HV6R+22 Hydesville, CA, USA",41 mins,14 hours 19 mins,3 hours 53 mins,2 hours 19 mins
40.55999999999989,-123.20999999999934,"HQ6R+22 Hayfork, CA, USA",2 hours 36 mins,1 day 11 hours,10 hours 51 mins,5 hours 13 mins
40.55999999999989,-123.19999999999933,"420 Horse Tail Hill Rd, Hayfork, CA 96041, USA",2 hours 38 mins,1 day 11 hours,10 hours 52 mins,5 hours 18 mins
40.55999999999989,-123.18999999999933,"105 Murray Ln, Hayfork, CA 96041, USA",2 hours 36 mins,1 day 11 hours,10 hours 55 mins,5 hours 7 mins
40.55999999999989,-123.17999999999932,"HR6C+22 Hayfork, CA, USA",2 hours 32 mins,1 day 11 hours,10 hours 57 mins,4 hours 51 mins
40.55999999999989,-123.16999999999932,"360 Oak Ave, Hayfork, CA 96041, USA",2 hours 33 mins,1 day 12 hours,10 hours 59 mins,4 hours 52 mins
40.55999999999989,-123.15999999999931,"HR6R+22 Hayfork, CA, USA",2 hours 33 mins,1 day 11 hours,11 hours 3 mins,4 hours 58 mins
40.55999999999989,-123.14999999999931,"HR6X+2X Hayfork, CA, USA",2 hours 27 mins,1 day 10 hours,11 hours 6 mins,4 hours 48 mins
